image,570816,570817,570818,570819,570820,570821,570823,570824,570825,570839,570841,570842,570843,570844,570845,570846,570848,570851,570853,570854,570863,570864,570865,570866,570867,570868,570870,570871,570872,570878,570888,570889,570890,570891,570892,570893,570896,570897,570899,570956,570957,570958,570959,570961,570962,570963,570969,570970,570976,570977,570981,Human realness,SD realness,Human confidence,SD confidence,Clip Realness,Semantic Similarity,Visual Similarity,Phylogenetic distance,Log Phylogenetic distance,AVG RT Realness,AVG RT Confidence,AVG confidence time_elapsed,AVG time_elapsed realness
deer_elephant ,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,2,1.3,0.6,3.8,0.5,0.76,0.72,0.9,99,4.6,3.19,3.2,182254.1,181204.5
elephant_deer,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,0.5,3.8,0.7,0.68,0.72,0.9,99,4.6,3.09,3.1,131824.1,130839.1
squirrel_cat,2,1,1,1,1,4,1,1,3,1,1,1,1,1,1,2,4,4,3,3,1,1,1,3,3,1,1,3,2,1,2,3,4,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1.7,1,3.7,0.6,0.79,0.66,0.92,94,4.54,3.43,3.5,194178,193351.3
rabbit_deer,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,1,2,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3,0.6,3.7,0.7,0.85,0.72,0.91,94,4.54,3.08,3.1,188525,187752.2
cow_mouse,2,2,1,1,1,1,4,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.3,0.6,3.6,0.8,0.88,0.66,0.9,94,4.54,3.02,3.1,187286.4,186470.3
deer_mouse,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,4,1,1,1.2,0.6,3.6,0.8,0.87,0.67,0.9,94,4.54,3.08,3.1,167807.7,166936.6
raccoon_rabbit,1,1,1,1,1,2,1,1,1,1,1,2,3,3,2,3,4,3,4,3,1,2,1,3,2,1,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,4,1,2,1.6,0.9,3.6,0.7,0.95,0.72,0.9,94,4.54,3.47,3.5,174858.7,173819.5
fox_mouse,2,2,1,2,1,1,1,1,1,1,1,2,3,1,1,2,4,1,1,2,1,2,1,2,1,1,1,1,3,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1.4,0.7,3.5,0.8,0.9,0.65,0.89,94,4.54,3.18,3.2,178354,177394.9
mouse_raccoon,1,1,1,1,1,2,4,1,1,1,1,1,3,3,1,2,2,1,2,2,1,2,1,1,3,1,1,2,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.5,0.8,3.6,0.8,0.95,0.65,0.89,94,4.54,3.22,3.3,196815.4,196046.4
raccoon_mouse,2,2,1,1,1,2,1,3,1,1,1,1,2,2,1,3,4,3,1,1,1,2,4,4,2,1,3,1,3,1,3,1,1,1,4,1,2,1,4,1,2,1,2,3,1,1,2,1,1,1,2,1.8,1,3.5,0.9,0.91,0.65,0.89,94,4.54,3.59,3.6,165358.7,163833.1
seal_rabbit,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,0.3,3.8,0.6,0.87,0.57,0.89,94,4.54,2.92,3,170477.1,169752.3
horse_monkey,1,3,1,2,1,2,1,2,3,1,1,1,3,3,1,3,4,3,4,3,1,2,1,1,1,3,4,3,2,1,3,1,1,1,3,1,1,2,4,1,1,4,1,1,1,1,1,1,3,1,1,1.9,1.1,3.7,0.5,0.76,0.63,0.88,94,4.54,3.64,3.7,176794.3,175883.3
mouse_donkey,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,2,1,1,1,1,2,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1.3,0.6,3.7,0.6,0.92,0.62,0.88,94,4.54,3.12,3.2,181801.5,180961.7
rabbit_camel,2,1,1,1,1,1,1,1,2,1,1,1,4,3,1,1,2,2,1,1,3,1,1,3,1,1,2,1,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4,0.8,3.6,0.8,0.83,0.65,0.88,94,4.54,3.22,3.3,189278.2,188487
monkey_dog,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1.2,0.6,3.7,0.7,0.93,0.67,0.87,94,4.54,3.04,3.1,167981.7,167193.2
rooster_eagle,2,3,1,3,2,2,1,3,2,1,1,1,4,2,1,3,2,3,3,3,3,4,1,4,3,3,1,3,3,1,2,2,4,1,3,1,1,4,1,3,1,4,1,1,2,1,3,1,1,1,4,2.2,1.1,3.6,0.7,0.95,0.68,0.91,91,4.51,3.82,3.8,189007.1,188151.5
eagle_duck,3,1,1,2,1,1,1,2,3,1,1,1,1,4,1,4,3,1,4,3,1,4,1,1,1,1,4,4,2,1,3,4,1,1,2,1,1,1,4,3,1,2,1,3,3,1,2,3,1,1,2,2,1.2,3.6,0.6,0.94,0.68,0.89,91,4.51,3.69,3.7,182538.2,181615.5
monkey_squirrel,2,1,1,4,3,3,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,4,4,2,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1.6,1,3.7,0.7,0.83,0.7,0.91,87,4.47,3.19,3.2,157948.8,157003.2
horse_goat,1,2,1,2,2,1,1,2,1,1,1,1,4,3,1,2,4,2,1,3,3,1,1,2,3,3,3,1,3,1,4,1,4,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1.7,1,3.5,0.9,0.72,0.66,0.93,76,4.33,3.16,3.2,165782.1,164857.1
giraffe_zebra,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,3,4,4,4,3,1,1,1,4,1,2,1,2,3,1,2,1,4,1,2,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1.7,1,3.9,0.3,0.54,0.69,0.92,76,4.33,3.16,3.2,201108.6,200330.7
horse_cow,2,2,1,1,1,1,1,4,3,1,1,1,3,3,1,3,2,3,3,3,1,1,1,1,1,2,1,2,2,4,3,1,1,1,3,1,2,1,1,2,2,1,1,2,1,4,1,2,1,1,3,1.8,1,3.6,0.8,0.61,0.75,0.92,76,4.33,3.24,3.2,196960.8,196038.9
rhinoceros_cow,2,3,1,2,1,2,1,1,4,1,1,1,3,3,3,2,4,2,3,3,1,2,1,2,1,3,3,2,3,4,3,3,1,2,2,1,1,1,4,2,1,1,1,3,1,1,3,1,1,1,1,2,1,3.7,0.6,0.66,0.67,0.92,76,4.33,3.36,3.4,173054.8,172239.3
zebra_deer,2,3,1,1,2,1,1,2,1,1,1,2,2,3,3,3,4,2,1,3,4,3,1,2,1,1,1,3,3,1,3,1,4,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,2,1.8,1,3.6,0.9,0.56,0.66,0.92,76,4.33,3.22,3.2,181546.7,180572
cow_lion,2,3,1,1,1,1,1,1,4,1,1,1,4,1,3,2,2,3,2,2,1,1,1,2,1,1,1,3,2,1,2,2,1,1,2,1,2,4,1,1,1,3,1,1,1,1,1,1,2,2,3,1.7,0.9,3.7,0.6,0.82,0.66,0.91,76,4.33,3.11,3.1,207267.2,206488.8
donkey_cow,2,3,1,2,1,1,1,1,3,1,1,1,4,3,3,1,4,2,1,2,2,1,1,3,1,1,1,2,3,1,2,1,4,1,1,1,2,4,1,2,1,1,1,2,3,1,1,1,1,1,1,1.7,1,3.6,0.9,0.73,0.69,0.91,76,4.33,3.13,3.2,181835.5,180955.1
lion_cow,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.2,0.6,3.7,0.7,0.86,0.66,0.91,76,4.33,2.74,2.8,176791.5,175896.6
bear_cow,2,4,1,2,4,1,1,4,2,4,1,4,4,4,4,4,2,4,4,3,3,1,1,4,4,4,4,4,2,4,4,4,1,1,4,1,2,4,3,4,4,4,4,1,3,4,1,4,1,3,3,2.9,1.3,3.6,0.7,0.91,0.72,0.9,76,4.33,4.27,4.3,186923.4,185010.2
camel_rhinoceros,2,2,1,1,2,1,1,1,1,1,1,1,3,3,1,3,4,1,4,3,1,2,1,2,1,2,1,2,2,1,3,3,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1.6,0.9,3.7,0.6,0.86,0.65,0.9,76,4.33,3.07,3.1,191515.2,190665.9
cat_sheep,3,2,1,2,2,1,1,1,4,1,1,1,3,2,4,2,2,2,2,3,2,1,1,4,2,3,4,1,3,1,2,1,4,1,3,1,1,1,1,2,2,1,1,3,2,1,1,1,4,1,2,1.9,1,3.5,0.9,0.88,0.66,0.9,76,4.33,3.32,3.4,187467.5,186299.1
giraffe_donkey,2,2,1,2,3,1,1,2,2,1,1,1,4,2,1,3,2,2,2,3,2,2,1,4,2,3,1,3,3,4,3,4,4,1,2,1,2,4,1,3,2,1,1,1,2,1,2,3,1,1,1,2,1,3.6,0.8,0.7,0.64,0.9,76,4.33,3.43,3.5,184850,183944.3
giraffe_lion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,0.5,3.7,0.7,0.71,0.66,0.9,76,4.33,2.62,2.6,170070.1,169275.2
gorilla_bear,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,2,4,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,3,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1.4,0.9,3.8,0.6,0.88,0.73,0.9,76,4.33,2.89,2.9,202175.7,201359.9
cow_dog,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,0.6,3.8,0.6,0.85,0.74,0.89,76,4.33,2.7,2.7,178582.2,177601.7
fox_goat,2,2,1,1,2,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.3,0.6,3.7,0.8,0.93,0.65,0.89,76,4.33,2.72,2.8,205853.6,205006.7
giraffe_dog,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,3,1,2,1,1,1,1,3,1,3,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1.4,0.7,3.7,0.7,0.91,0.6,0.89,76,4.33,2.85,2.9,170152.2,169232.7
giraffe_fox,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,1,2,1,3,2,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1.4,0.8,3.7,0.6,0.83,0.61,0.86,76,4.33,2.87,2.9,171857.3,170866.6
leopard_zebra,2,1,1,2,1,2,1,1,1,1,1,1,3,3,2,2,2,1,1,3,1,2,1,3,1,1,2,2,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,0.7,3.6,0.7,0.58,0.68,0.91,71,4.26,2.81,2.8,176515.3,175471.4
donkey_dog,2,4,1,3,1,3,1,2,2,1,1,1,4,4,4,3,4,1,1,3,2,2,1,4,4,4,3,4,3,1,2,1,4,1,4,1,2,2,1,2,2,3,1,3,3,1,3,1,1,2,1,2.3,1.2,3.6,0.7,0.85,0.67,0.89,71,4.26,3.5,3.5,180727.4,179809.8
horse_fox,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,3,1,3,1,1,1,1,3,1,1,2,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3,0.6,3.7,0.7,0.84,0.63,0.89,71,4.26,2.72,2.7,194773.2,193985.2
cat_dog,4,1,2,2,3,2,1,4,4,2,3,4,4,4,4,4,2,4,3,2,4,4,4,4,4,3,4,4,4,1,3,1,4,1,4,4,3,4,4,1,1,4,1,4,4,1,4,4,3,1,4,3,1.2,3.7,0.6,0.95,0.8,0.94,55,4.01,3.97,4,176623.4,175592
lion_bear,2,2,1,1,1,1,1,1,2,1,1,1,2,4,2,2,4,3,2,2,3,2,1,3,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.8,3.6,0.7,0.87,0.74,0.92,55,4.01,2.55,2.6,178958.2,178164.1
rabbit._raccoon,2,1,2,1,1,1,1,2,1,1,1,2,1,3,1,2,4,1,1,2,1,1,1,3,1,4,3,2,1,1,2,1,4,1,2,1,1,1,4,1,1,2,1,1,1,1,2,1,1,1,2,1.6,0.9,3.6,0.7,0.87,0.74,0.92,55,4.01,2.65,2.7,153713.2,152855.7
bear_leopard,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3,0.5,3.7,0.7,0.85,0.68,0.91,55,4.01,2.37,2.4,172937.9,171752.8
rhinoceros_horse,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,0.5,3.7,0.7,0.77,0.62,0.91,55,4.01,2.29,2.3,181348.2,180570.6
raccoon_lion,2,2,1,4,1,2,1,1,1,1,1,2,1,4,4,3,4,1,2,2,1,2,1,3,4,3,4,3,2,1,2,1,1,1,4,1,2,1,1,2,1,1,4,4,3,1,2,1,4,1,1,2,1.2,3.5,0.8,0.95,0.64,0.88,55,4.01,3,3,167633.1,166702
tiger_raccoon,3,1,1,2,3,3,1,2,1,1,1,3,2,3,4,3,4,2,1,2,4,2,1,3,2,1,1,1,2,1,3,1,1,1,3,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1.8,1,3.6,0.7,0.9,0.66,0.88,55,4.01,2.73,2.7,163608.4,162748.7
dog_bear,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,4,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3,0.6,3.7,0.6,0.89,0.73,0.92,45,3.81,2.13,2.1,172578.5,171646.7
dog_raccoon,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,0.6,3.8,0.6,0.97,0.66,0.88,45,3.81,2.08,2.1,191671,189048
gorilla_deer,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1.2,0.5,3.8,0.7,0.81,0.6,0.89,27,3.3,1.71,1.7,181022.8,180242
deer_sheep,1,2,1,2,1,1,2,1,4,1,1,1,4,3,4,2,3,2,2,2,2,3,1,1,1,3,1,1,2,1,3,1,1,1,2,2,2,4,1,2,2,1,1,1,1,1,1,1,1,2,1,1.7,0.9,3.5,0.8,0.71,0.74,0.92,23,3.14,2.14,2.2,196813.4,195894.7
